Unnamed: 0,Emotion,Sentence
1681,Disgust,nhìn thấy ghê à
679,Sadness,"cả thế_giới biết toau crush mày , còn mày thì íu nhận ra 😐"
1137,Sadness,mình còn chưa được nắm tay
264,Other,"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ? ?"
727,Sadness,cuộc_sống mà đành chịu thôi = (
168,Other,ngọc ngọc đồng_nghiệp tốt
93,Enjoyment,có thằng nào mắc cười không hay_là do tao đéo có cảm_xúc vậy vkl
1074,Sadness,thằng này chị rep khách_hàng thế ấy hả 😞 bị bóc phốt rồi
0,Other,hỏi nhiều nó lại cho vào đối_tượng truy_nã 😏
160,Other,bả đòi cái gì vậy ?
797,Disgust,kinh_dị thật nhìn ngu vãi
937,Enjoyment,phải chi có người_yêu nhắn_tin ngọt_ngào như này
1286,Sadness,không muốn huhu
1937,Surprise,vũ_khí sinh_học này mạnh thật !
1462,Enjoyment,boss có bộ đồ ngủ đĩ thõa ghê_gớm 😅
1341,Disgust,muốn ói
600,Anger,"đúng là những đứa khốn_nạn , có bán hàng hay không thì nói một câu"
1290,Disgust,một lũ ngu
963,Disgust,nói thì hay lắm 🙂 cuộc_sống đâu phải được như mong_muốn
1504,Enjoyment,cưng quá trời luôn
961,Other,thành_công là cách trả_thù xã_hội ngọt_ngào nhất . đừng vì họ nói mà yếu lòng
1702,Other,mấy con gà bị lừa mà đéo biết .
538,Anger,bọn hại người không gươm không dao . bọn tiêu_diệt nguồn_lực tương_lai của dân_tộc . nên đưa tội thực_phẩm bẩn vào khung tử_hình đi . mong nhà_nước thay_đổi một_số luật_định đi .
284,Enjoyment,cũng có nơi gia_đình khá_giả mới có nó !
126,Fear,má tao coi mà cứ sợ nó bay ra 😌 😌
374,Enjoyment,cưng xỉu ~ ~ ? ?
1566,Sadness,"công_trình 850 năm_tuổi , xây_dựng 100 năm mới hoàn_thành chỉ còn là đống cháy sắt vụn ."
91,Fear,dume nghe kể mà đau cổ_họng vãi : )
375,Enjoyment,thằng này làm gì quên được k
974,Other,thằng này nó tấn_công tao với mày đó
37,Enjoyment,có ai xem đi xem_lại như tao mà vẫn cười đéo nhặt được mồm không ạ : ) )
1582,Other,"đấm liên_tục vào mồm , không trượt phát nào ."
639,Disgust,tao lên facebook không phải để coi mấy cái thứ này 😪
199,Enjoyment,may mà không mua laptop này không thì ăn lìn lâu rồi : (
649,Enjoyment,đm_trí_tuệ vãi
643,Enjoyment,hay ý_nghĩa sâu_sắc 🙂
1012,Sadness,"tội mày quá , lần sau mày bình_tĩnh hơn nhé"
227,Fear,mấy má đang có kinh rồi mặc áo_đầm nhảy qua thì nhuộm đỏ 1 dòng sông cmnl 😳
485,Anger,trung_thu là tết thiếu chi chả liên_quan chi đến việc tao không có gấu
1749,Disgust,thề dume đứa nào nghĩ ra cái đoạn kết như kiểu hết phim như này nhàm vãi ra . đang hay thì tụt hứng
300,Fear,không sợ gì chỉ sợ con ml ý 😞
541,Anger,tao cho mẹ tao xem và đã bị ăn vả . đéo hiểu vì_sao
928,Sadness,"thằng này như một cú tát vào mặt , đau_lòng quá đi"
183,Disgust,agribank thu_nhập bằng phong phì thì bố thằng nào biết được mà cập_nhật
1888,Enjoyment,"sao vẫn còn người tốt trong xã_hội này , đáng khâm_phục"
28,Disgust,suy_thoái gớm nhỉ : ) )
1579,Disgust,thứ học_sinh mất_dạy = ) )
865,Sadness,tận_cùng của nỗi đau 😑
293,Disgust,và thế những thanh_niên ô dâm vào bình_luận về cô_giáo mình như đúng rồi . nhân_cách mất mẹ nó rồi
1790,Disgust,"cũng được nhưng cuối video nhai nhỏ tiếng hơn thì tốt . : "" ("
1476,Disgust,đúng chất trẻ trâu
171,Other,thu_nhập bình_quân chứ không phải thu_nhập của nhân_viên nào cũng thế 😏
499,Other,"nhà em trong ngõ bác ơi , bác cho ô_tô vào vừa thì em cho bác đỗ luôn"
1281,Sadness,có_lẽ vì_vậy nên moi thứ trở_nên thật khó_khăn lúc này : (
783,Sadness,c trai như thế_nào tuyệt_chủng rồi : )
884,Other,sao mày không ngủ chung với cả mẹ mày và em mày ?
1389,Enjoyment,cưng hết phần thiên_hạ
703,Other,tao chỉ tag thế thôi mày hiểu thế_nào thì hiểu thằng này
1387,Disgust,ích_kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người_ta
820,Disgust,đấy . người_ta làm những video ý_nghĩa . chứ không phải ba cái video xàm nhảm như cái đéo gì cũng cái kết . xàm .
59,Anger,kiện chết mẹ mấy con súc_vật đó đi
98,Fear,sợ vãi = )
909,Disgust,"nta nói đừng có nhìn mặt mà bắt hình dong nhg mà thực_sự nhìn bả , tôi thấy cứ đanh_đá , mưu_mô , xảo_quyệt kiểu gì ý , cảm thấy đây là con_người không có_hậu"
408,Sadness,đi bao_xa mới thoát đựoc kiếp không có người_yêu ? : <
39,Enjoyment,thề cứ 1 lần trượt là tao cười to hơn 😆 😆
470,Anger,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông_bà đấy ăn xem mấy ông_bà đấy thế_nào .
122,Enjoyment,"mà hiệu_quả bất_ngờ quá , quá đỉnh ."
582,Enjoyment,uầy . ngọt thế ?
1627,Surprise,kết_thúc phim bất_ngờ quá
12,Fear,má ơi đây chính là thứ ám_ảnh nhất cuộc_đời con . kẻ_thù 😢
895,Other,2 - 3 tuần gì đấy . sao thế
160,Fear,mấy lần đi ngang hết_hồn
431,Anger,ăn_bớt của trẻ vậy_mà bị khiển_trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức_quyền ăn_trộm ổ bánh_mì phải đi tù còn có chức ăn 150trieu thì bị khiển_trách thôi
1099,Sadness,thế làm_sao dỗ bạn gái đang giận : (
1921,Surprise,bất_ngờ thiệt : )
716,Sadness,trời ơi tao chóng_mặt quá đi : ( (
1375,Enjoyment,"thằng này huyền_thoại , k"
19,Fear,tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa : )
1067,Sadness,thằng này anh ơi đừng gym nữa . boxing là đụ rùi : ( (
480,Anger,moẹ thấy u_ám hơn thì có . dume 💩
554,Sadness,thằng này gần nhà c ơi . hic hic
1229,Enjoyment,"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc_nhiên và hạnh_phúc nhìn sâu_lắng , video ngắn nhưng cho người xem si nghỉ mải"
1227,Anger,"trung thi thì liên_quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi ! !"
413,Anger,bà mẹ tháng cô_hồn nghèo_rớt mồng_tơi mà cứ chiếu_phim tiền đâu mà coi trời oi là troi
845,Anger,xử_tử hiệu_trưởng . nhà_nước phải làm thẳng_tay bọn chó
683,Disgust,đai giảm_tốc_độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác_định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh_viện 😂
233,Other,thằng này là ai thế nhỉ cụ : ) )
1102,Sadness,"bánh_tráng trộn năm đó ở roai ờ ti , ruột đau như cắt nói_chuyện mắt đầm_đìa đền thg dưa_gang cốc dưa_hấu kem chi thằng này"
351,Other,huhu nó bị điên à ?
587,Other,tao xin bổ_sung thêm
1298,Enjoyment,mới tết xong . tặng cặp bánh_chưng là ưng nhất : ) )
1881,Surprise,ngạc_nhiên đấy
25,Enjoyment,đó là dấu hiện của sự trưởng_thành = )
25,Disgust,"chán đời các thanh_niên , dơ nhục chứ hay_ho đéo gì"
415,Enjoyment,"đẹp , dẽ thương mà"
180,Other,thế con_trai là của ai cho
622,Enjoyment,có ai không sợ nhưng giật_mình như tao không : ) dumehuhonchimen
143,Disgust,đúng phải chia_tay gặp loại óc chó thế này cơ_mà
1081,Enjoyment,"ba mẹ mình nhớ tất_cả ngày_tháng năm sinh âm_lịch , giờ sinh , tên_tuổi . của 4 chị_em ."
966,Disgust,các bạn đéo biết được đâu vì các bạn đbh gặp thì lsao các bạn biết được mấy con mụ già đi mất_dạy như thế_nào . đm cậy mình già là muốn đi thế đéo nào cũng được ý . đi sai xong chửi người_ta mới vãi chứ dume có ngày đâm vào người_ta chết có ngày ở đấy mà già_mồm . cứ kêu người_ta lớn_tuổi hơn phải thế này tno nhưng có lớn mà đéo có_học thì cũng đéo là cái gì
897,Other,rồi có đi họp lớp không ?
699,Other,thằng này bữa nào làm thử mày
1792,Surprise,không phải để xé giấy ak ?
774,Other,: ) thế trong trường_hợp này thì sao ? có nhiều xe lắm đâu_cụ
5,Fear,tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn
180,Fear,nguy_hiểm lắm
561,Anger,chỉ vì lợi_nhuận . . mất hết tính người . thương các bé
1021,Other,ý_thức 😂
1437,Disgust,"thằng này nghe đồn mày yêu mèo , mà sao mày không đáng yêu : ) )"
66,Fear,quá nguy_hiểm .
1330,Sadness,rồi đất_nước mình sẽ đi về đâu . : ' (
132,Fear,thằng này gặp tao chắc tao đái trong vần 😅 😅
1871,Surprise,chủ thớt sao xinh gái thế = ) )
1881,Surprise,ngạc_nhiên đấy
1800,Surprise,"á đù , thằng này ạ , chị_em mềnh vừa làm thế"
1434,Sadness,cũng muốn kết_hôn lắm mà đến giờ vẫn chưa có người_yêu 😭
22,Other,cái gì nó cũng có_hạn sử_dụng cả 🙂
61,Fear,đầu_óc đến giờ vẫn còn nặng và đang né_tránh mọi người .
560,Sadness,"anh giờ thích ai rồi , không còn giữ câu nói trước_kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ_mà : ( ("
1742,Surprise,ngáo . là có thật luôn này
724,Disgust,quả dạ vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được
223,Fear,"tại như_vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người_ta để đi ? ?"
306,Fear,"hồi nhỏ đi học phải ngang qua nhà nuôi ngỗng nó dí chạy thấy bà luôn , ngày nào cũng phải cầm cái cây theo . thề luôn tới giờ tao vẫn còn sợ con này khiếp luôn 😭"
1604,Enjoyment,bình_tĩnh vãi_chưởng = ) )
1031,Other,phe áo vàng thích điều này
705,Enjoyment,hahaha lúc trước ca làm có 4 chị_em vui biết_bao : ) )
573,Sadness,em buông tay anh nhé . quá_khứ ấy anh hãy xoá hết đi .
1744,Disgust,bớt chọc điên tao và bớt leo lên đầu tao ngồi 🙂 hãy để yên cho tao hiền 🙃
1671,Surprise,vậy là xử xong rồi đó hả ? nhanh dữ
1227,Anger,"trung thi thì liên_quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi ! !"
1466,Sadness,bởi_vì gặp nhau sai thời_điểm nên tôi mất người mãi_mãi .
1307,Enjoyment,nhìn một cái rồi quay đi là thấy mãn_nguyện rồi .
72,Enjoyment,thằng này tao được làm fan cứng giống mày rồi 🤣
1317,Sadness,hình vui mà sao đọc lại muốn khóc nhĩ .
1587,Enjoyment,tuổi_trẻ tài cao mà : )
1219,Anger,xoá_sổ toàn_phần cơ_sở cung_cấp thức_ăn khốn_nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc_độc . còn hiệu_trưởng các trường bỏ_tù vĩnh_viễn .
1927,Enjoyment,ra sông mò đồng xu cùng ông anh hàng_xóm được khoản kếch_xù : )
441,Enjoyment,a cứ đưa hết lương đây cho em : ) em sẽ cho anh tiền rửa bát
786,Enjoyment,sau vụ 200k thì vụ 5tr này có nội_dung hài_hước y hịt : )
1287,Disgust,cái kết hay nhất là đuổi khỏi dòng_họ tiếp_theo nhàm quá
1891,Disgust,đi chơi còn bỏ quên cả não ấy
1184,Disgust,nhớp_nhúa
645,Enjoyment,khi nhỏ còn bị nghiện mùi khói này nữa chớ . 😄
979,Fear,"hồi lớp 1 đú theo lũ bạn về học nấu . thế_là cơm sống , sợ quá vùi gạo trong đống tro"
412,Enjoyment,con_gái chả thế : ) con_trai đi dume mày có nhận hàng_không
1590,Sadness,tao bị quỳ cột cờ mới ác . cả trường biết mặt luôn . nhục vãi
494,Other,thằng này thuê kiểm_kê tài_sản do toà_án làm bạn ơi . 😂 cả 1 nùi người_làm cật_lực đấy .
1859,Surprise,ho mà vỡ xương kể_ra trên đời lắm_chuyện lạ vãi
843,Enjoyment,"đúng vô_cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng_nghiệp như những ngừoi chị trong gia_đình , đi làm mà cảm_giác thoải_mái vui_vẻ như ở nhà . nơi có_thể ở 9 tiếng 1 ngày"
1041,Enjoyment,cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng_tâng
719,Sadness,chỉ khổ_thân bọn trẻ thôi đau sót lắm
216,Fear,tao mà bị như này thì chắc tao chết luôn c ạ 😂 😂 thằng này
1663,Disgust,"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê_thế"
1739,Surprise,ảnh này tao thấy mày đăng mấy lần rồi đó admin
272,Anger,đỉ lol đè chết mẹ đi . hát cái lol
768,Other,nhận khách tàu_nhanh ai muốn không nè
815,Sadness,con thương ông quá
1565,Sadness,chuyện tình huyền_thoại của thằng này với thằng này : (
370,Disgust,"nếu không có lòng yêu_thương , thì đừng nuôi"
1259,Enjoyment,nó lại hợp_lí vãi : v
1130,Disgust,những cái đáng làm không làm những cái không đáng làm thì làm cho tới
847,Other,trời_đánh tránh miếng ăn
1106,Disgust,"kaka bạn này best bán hành luôn kaka . bó_tay . miệng nói một đường , não nghỉ một lối"
1016,Enjoyment,chuẩn hài_hước 😁
23,Fear,"đang định đi nhổ răng_khôn , nghe được tin này thấy ghê răng 😁"
1248,Enjoyment,cười ỉa 😂 😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ_họng
1160,Sadness,lại công_cốc rồi . cả thế_giới kì_vọng
1147,Disgust,thôi mấy bác bị dắt_mũi rồi . nghe đến đoạn au mobile là biết nó quảng_cáo game trá_hình rồi . như con cặc
328,Anger,cho chúng vào nhà_đá ! quá độc_ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn_nạn
1262,Sadness,vì bạn chỉ là con_trai nắng hoặc em_gái mưa thô : (
1008,Enjoyment,chỉ mong ở cái độ tuổi ấy chúng_ta còn được như_vậy
889,Enjoyment,bạn gái nào xinh_xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ? ?
7,Fear,"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi"
51,Enjoyment,sắp có thực_đơn món mới 😍
1129,Sadness,tận_cùng của tan_vỡ ah có biết là gì không ?
579,Anger,đcm . mấy hôm này đi đâu cungz thấy chủ_tịch . đéo ngán à ?
907,Disgust,bướng vừa vừa kiểu đáng yêu chứ mà lồng_lộn thì thôi làm bà nội chứ yêu_đương đéo gì
1691,Surprise,giống tao thế nhỉ ! 😑 😑
1773,Enjoyment,khi nào lên chùa ba vàng giải được vong thì kết_hôn : ) )
1159,Enjoyment,ấm hơn cả người_yêu : ) )
327,Enjoyment,tao thầy mày cười hí_hửng vại mà ?
585,Other,cố_gắng lên cụ nhé ! ! ❤
1189,Sadness,"thằng này lại nữa , tao dg suy_nghĩ có nên đi bằng rap về không"
462,Other,thằng này xem câu_chuyện hư_cấu này giết thời_gian này 👏
665,Other,phòng gì vậy .
1691,Surprise,giống tao thế nhỉ ! 😑 😑
349,Fear,nguy_hiểm đến với bao_nhiêu bất_cứ lúc_nào
462,Anger,bọn nè phạt nặng .
1739,Enjoyment,"thời thanh_xuân tôi từng yêu_quý nét hiền_thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm_tính đều đẹp , hiếu_thảo khó ai bằng . em xin chúc bác có thêm nhiều sức_khoẻ để chị có được nhg tháng_ngày hạnh_phúc , ấm_áp bên mẹ ạ ."
1144,Sadness,chưa khi mô biết cảm_giác đi nhởi trung_thu với người_yêu như răng
1533,Anger,coi mà lộn_ruột .
520,Sadness,xem không dưới 3 lần chia_sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem_lại buồn
753,Sadness,đang trong lớp mà ứa nước_mắt
220,Other,sừng mọc hồi nào không hay
492,Anger,giận con_mẹ mày nữa chứ giận : )
1043,Disgust,tình_yêu là lời nói_dối của 1 thằng khùng được tin bởi 1 con ngu 🤣 🤣
1635,Surprise,sao bắt nhanh thế sáng đọc báo có tin chôm ngân ngàng chiều đọc báo đã bắt được rồi
690,Enjoyment,ở chỗ khác chắc gì có đứa béo như mình !
1536,Sadness,mèo người_ta đi lạc về nó còn nhớ chủ chủ còn được đụng nó còn mèo nhà tao đi tán trai có mấy tháng về nhà thấy chủ như thấy ma 😌 😌
1278,Enjoyment,"tao là trùm nấu cơm kiểu này rồi , , còn bây_giờ mất điện thi nấu bằng bếp ga : ) )"
1526,Enjoyment,nhìn đáng yêu vãi : )
1615,Surprise,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe_máy à
1671,Disgust,họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂
639,Sadness,có móng tay dài cũng khổ
1499,Enjoyment,thằng này nghe chưa nhân_viên mới . kk
863,Sadness,nhưng nó sẽ to và rộng ra : (
508,Anger,tô ́ tao nhất là chết luôn đi không chết sau_này lại ngáo kéo_theo người kha ́ c thì khổ .
898,Other,học xong lớp 12 tao chỉ mong 1 đều đừng bao_giờ có họp lớp : )
197,Fear,thằng này thể_loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp
1667,Other,tại ông bố bảo_thủ hết
1164,Other,vại mà có nhiều người quan_niệm quá sai_lầm về việc có bạn là con_trai .
1782,Surprise,thằng này đây mí chính là cụ tổ của những chiếc sừng này
1803,Enjoyment,"thằng này cố_gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓 💓"
679,Other,cái quần tà_lỏn xanh
300,Fear,không sợ gì chỉ sợ con ml ý 😞
1446,Anger,cáu vãi : )
814,Sadness,nhìn ma tiếc từng hạt trân_châu
1311,Sadness,dume con ế đọc tổn_thương sâu con_mẹ nó sắc : ( (
40,Fear,"mong là bố_mẹ mình không đọc được tin này , sợ vãi"
109,Enjoyment,aeon tâm_lý thế : ) ) mày . n vào mua que kem tránh nóng
222,Disgust,evn nó đéo thích đâu nhé . . nó chỉ giả_vờ lươn_lẹo nói thế thôi . . ! ? 😁 😂 🤣
164,Fear,ám_ảnh đến bây_giờ 24 tuổi vẫn sợ ngỗng : )
1091,Enjoyment,bố_mẹ cho ta đx tồn_tại trên cuộc_đời này biết nhận_thức thì tự đi lên từ đôi tay của mình nhé 😘
1023,Disgust,thằng này bây_giờ thì không nói nhưng mà cảm_giác phủ_nhận vai_trò bà thảo ngày_xưa . bất_ngờ không chị đọc thấy viết khập_khiễng quá : )
1103,Disgust,chạy 200tr là vào biên_chế ngay . thực_trạng chung . cần gì có chuyên_môn hay không
223,Enjoyment,"những hành_động đẹp , đáng được trân_trọng , và sẽ được lan_tỏa ở mọi nơi , thật tuyệt_vời 😍"
1827,Enjoyment,đã từng xem em là tất_cả . mỗi khi mỏi_mệt về thấy em và con cười là anh hạnh_phúc rồi
536,Other,phải tôi đỗ lên vỉa_hè giáp cửa_nhà bạn bán hàng luôn . vỉa_hè rộng thế kia cơ_mà . ?
1464,Sadness,nghe bài này nhớ nyc vãi
17,Disgust,cạn_lời với bọn súc_vật này làm xấu mặt người bắc giang 😑
1605,Enjoyment,"hahaa , đợi em ngủ chút tí ròii buôn : ) )"
548,Anger,eo hiểu người_ta đỗ lòng_đường vỉa_hè thì rộng . chỉ lên nhắc người_ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . không ai bênh cái này đâu . ích_kỉ nó vừa thôi
1567,Sadness,một năm đầy biến_động và thăng_trầm của nước pháp ☹ ️
1056,Sadness,làm đéo gì có ai nói_chuyện thân_thiết với tao đâu mà
1658,Surprise,cây tre có tận trăm đốt luôn hả ?
988,Other,vô_duyên và hài_hước nó có 1 làn ranh_giới mỏng_manh vãi
268,Fear,lớp 5 mà viết kiểu này cô đánh gãy tay .
712,Sadness,thằng này người đừng hành_hạ tuôi như thế_nào nữa
352,Fear,chỉ là không có ai để nhắn thì mới nhắn cho mình . công_nhận nguy_hiểm
1043,Enjoyment,nhờ đó mà tôi cảm_thấy nhẹ_nhõm và trở_nên mạnh_mẽ
1634,Enjoyment,câu_chuyện dễ_thương thật ^ ^
581,Anger,"trung_thu là ngày cho trẻ_em chứ đéo phải ngày tạo ra trẻ_em nhé . dume bọn có gấu tém tém lại , kiểm_tra xem có thêm cái sừng nào không ?"
1691,Surprise,đẹp quá 😆 vi diệu
978,Sadness,hôm_nay bạn đi làm . tiền đâu mà mua 😌
1097,Sadness,: ( ( tội bé
1360,Disgust,móng dài thế lúc đi ỉa xong làm_sao xịt nước . xịt nước 1 tay còn tay kia phải rửa đít mới sạch được chứ . khả_năng cao ông này dùng giấy chứ không dùng vòi xịt
252,Sadness,"nó gieo cho tao mầm hi_vọng , hi_vọng vừa chớm nở nó đạp xẹp_lép sự hi_vọng bằg sự lặng_im"
1884,Surprise,"gấu của thằng da đen ngon vkl , mà công_nhận chạy nhanh vãi"
1915,Surprise,tao đang đọc cái lol gì đây : ) ) sao lại thành truyện giáo_dục rồi dume
548,Other,"kể mà mình cũng được tỏ_tình lãng_mạn kiểu này . ôi , ngủ thôi . muộn rồi : 3"
1652,Surprise,"rẻ nhỉ , sao có_thể giảm tới mức đó vậy_ta"
1059,Enjoyment,có tiến_bộ ! hài_hước
539,Other,"đồng_chí thịt vợ tương_lai của em thì nhẹ nhẹ đấy , không là phải cứ giã như gạo là không được đâu 😡 😡"
1627,Surprise,kết_thúc phim bất_ngờ quá
1262,Enjoyment,cực phẩm luôn kìa
1428,Enjoyment,"ngày_xưa toàn bị mẹ đánh bằng dây_điện , vụt phát nào ứa máu phát đấy . giờ nghĩ_lại tự_nhiên lại thấy hay , vì ngày_xưa mẹ nghiêm_khắc như thế giờ mình mới ngoan 🙂"
78,Fear,má tao xem mà lo thằng quay_phim tét không à ? có ai như tao không ?
32,Anger,đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con_mẹ nó dái lên cổ xem chúng_mày có cười mà khoe chiến_tích được không . đm lũ chó chết không riềng 😡 😡
328,Anger,cho chúng vào nhà_đá ! quá độc_ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn_nạn
1179,Disgust,"cấp tao tao toàn gặp mấy thằng trời_đánh , thằng này với thằng này , hai đứa mày có đọc được thì nhớ là tao vẫn ghim hai đứa mày vì hay trêu tao , còn một thằng tên thằng này nữa , dume bị nó bắt_nạt cho khóc suốt 😡"
212,Enjoyment,"coi 3 lần mà vẫn cười , phim hay nhân_vật dễ_thương"
788,Anger,ai đó chọc mù mắt tao đi . mất mẹ tuổi_thơ
1919,Surprise,đôi mắt to quá
589,Anger,"khiếu_nại cái gì khi cả bọn nó bao_che cho nhau làm lớn thì sợ ảnh_hưởng tới bộ giáo_dục cho lên chúng sẽ ? ,"
1838,Enjoyment,thằng này cái đoạn vén tóc là quen lắm nhá . thích lém ý
1360,Enjoyment,bộ phim đáng xem đó mấy man
1036,Disgust,có những người như chủ thớt bảo sao đất_nước không phát_triển
90,Fear,lúc bé mình rất sợ
226,Fear,chắc từ giờ tao đéo giám_ho nữa quá .
395,Enjoyment,ui hay vì n đổ ra sàn mà n đổ đầy mồm thì phe
802,Other,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất_động_sản chúng_mày nhé : 3
340,Fear,chính những người như thế họ rất cẩn_trọng khi bật xi_nhan đấy
586,Sadness,"em lấy đi niềm tin chả lại cho anh những gì , cũng vì anh vụng_về đánh_rơi hay càng xa_vời càng dễ mất . . anh chân_thành nên anh tổn_thương"
1854,Enjoyment,coi thôi cũng đủ nghiện rồi 💋
520,Enjoyment,dễ_thương quá à ?
1509,Enjoyment,thằng này c . bị tinh_thần đi xem đi 👻
1956,Disgust,bán vé_số tháng kiếm 100tr nha . nghe ông lol nao trong quốc_hội nói vậy .
801,Anger,"truy_tố ra tòa chứ phạt hành_chính gì ? lừa_đảo có tổ_chức số tiền trăm tỷ , thêm tội truyền_bá mê_tín dị_đoan . 👎"
419,Other,mấy đứa bị bón thích cái này
1329,Sadness,hết tiền rồi này
457,Other,có ai vào đọc bình_luận trước khi xem như tao không ?
1213,Sadness,ngày ấy chỉ vì quá ngu_ngơ mà để lạc mất .
521,Sadness,thằng này thì tốt nhỉ quá đỉnh luôn . nhưng không biết được trọng_dụng không nữa buồn quá
1896,Surprise,làm_sao mặc áo được ta 😂 😂
368,Fear,nổii da_gà hic
497,Anger,"hành nó đưa đèn ông sao lên nữa chứ , ác vãi , ta nhớ lại còn cay ?"
131,Fear,ánh mắt thằng con muốn nói : cứu cháu hình_như ba sắp ném con ùi
447,Enjoyment,còn gì hạnh_phúc hơn trong cuộc_sống này ♥ ️
1887,Enjoyment,cảm_ơn đoi tình_nguyện viên nhớ có các bạn mà người dân bớt vất_vả hơn
399,Sadness,chán mấy ông thanh_niên .
1695,Enjoyment,mê trai hơn bạn có thật : (
1752,Disgust,"tao chả thấy cười ở cái đoạn buồi nào cả , sắp đến đoạn hay tí lại ngắt cmnl"
1745,Anger,muốn nhai luôn cả trái_đất
1818,Enjoyment,bạn có bố thật hạnh_phúc
1867,Anger,mày tin tao nhai đầu mày không
40,Disgust,đi tù thôi các cháu
1659,Surprise,"loại bi này ngon quá , vừa uống"
621,Enjoyment,thôi mày cố lên . đỡ rồi cũng tốt
1020,Sadness,"đấy , nó đấy . con tim tao đau quá ."
201,Fear,nhà tao cũng gần mà tao không bao_giờ dám đi_đêm
544,Anger,thằng khốn_nạn
1855,Surprise,bắn không trượt phát nào luôn à
598,Anger,cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà_lầu xe_hơi thì lấy ở đâu ? không phải đùn_đẩy . cho về hết bọn nó mới hết không tìm ra nguyên_nhân . không có sao phụ_huynh dám nói .
1677,Surprise,chị là người khó hiểu nhất mà em từng biết đấy
216,Other,đừng tưởng nó nói yêu mày là yêu mày thật : )
1843,Anger,con đĩ mất dại . trời_đánh tránh bữa ăn nha con ml
984,Enjoyment,chỉ có được cái chữ đẹp . hihihi .
1035,Other,con_gái hiện_giờ . . nấu kiểu này thì thôi xong . cháy luôn cả nhà 😂
1772,Enjoyment,: ) có thật nhiều tiền là vui
1679,Surprise,sao nó trèo lên được hay vậy @ @
1119,Disgust,dume cho vào bảo_tàng làm lồn gì - . - nhà khoa hc đã nghiên_cứu sừng tê_giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê : ( (
340,Enjoyment,có ai đéo hiểu gì như mình không mình trong_sáng vãi he
156,Enjoyment,thằng này má có điểm cho sướng vãi
1629,Disgust,nhiều lúc lắm câu hỏi ngớ_ngẩn thật
1696,Surprise,sao nhanh như chớp vậy được
174,Enjoyment,ly_hôn cũng phải hoành_tráng chứ . . còn phải làm to hơn kết_hôn mới được 🤣
465,Anger,"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử_tử hết . loz mẹ chúng_mày vì lợi_nhuận giết hết cả tương_lai đất_nước , dume lũ chó_chết"
686,Disgust,rảnh_rỗi không có việc gì làm sinh ra mất tiền
1940,Anger,"làm con_người còn sức_khoẻ , còn lành_lặn mà vác_mặt vào ăn cơm từ_thiện thì chết con_mẹ nó đi cho đỡ chật đất , cơm này dành cho những người không còn khả_năng lao_động , hoặc vô gia cư và hoàn_cảnh quá khó_khăn thôi"
189,Fear,"thằng này này , thích thì xem cho đã con mắt đi 🙁 đáng sợ quá mà"
